nct_id,title,phase,condition,endpoint_1,endpoint_2,endpoint_3
NCT07059156,Multicenter Study of Combined Chemotherapy and Transplantation for Adult ALL,PHASE2,"Acute Lymphoblastic Leukemia, Adult","include disease-free survival (DFS) and complete remission (CR) rates, while secondary endpoints encompass relapse rate, overall survival (OS), and safety","to evaluate an integrated treatment protocol for adults with Philadelphia chromosome-negative acute lymphoblastic leukemia (Ph- ALL), combining induction chemotherapy, consolidation therapy, and allogeneic hematopoietic stem cell transplantation (allo-HSCT) to improve treatment efficacy and survival rates","an integrated treatment protocol for adults with Philadelphia chromosome-negative acute lymphoblastic leukemia (Ph- ALL), combining induction chemotherapy, consolidation therapy, and allogeneic hematopoietic stem cell transplantation (allo-HSCT) to improve treatment efficacy and survival rates"
NCT06709456,Drainage Of Pleural Effusions in the Intensive Care Unit (DOPE-ICU) - Feasibility Trial,NA,Pleural Effusions,,,
NCT00354822,"Fludarabine,Cyclophosphamide and Rituximab Followed by Zevalin for Non-Follicular Indolent Lymphomas.",PHASE2,"Lymphoma, Non-Hodgkin",to evaluate antitumor activity in term of the sum of complete and partial response (O,antitumor activity in term of the sum of complete and partial response (O,
NCT05298722,"Prediction of Surgical Resectability After FOLFIRINOX Chemotherapy for Borderline Resectable and Locally Advanced Pancreatic Cancer: the Role of Diffusion Weighted Magnetic Resonance Imaging, Radiomics and Liquid Biopsy (PeRFormanCe Trial)",NA,Pancreatic Cancer,"to validate, in a prospective patient cohort, the predictive value of recently published single nucleotide polymorphisms (SNPs) in genes that regulate cancer progression, invasion, and metastasis",,
NCT04006951,Development of a Clinical and Biological Database in Rectum Cancer,NA,Rectal Neoplasms,,,
NCT06183151,Capillary-Venous Paired Collection,,Cancer,,,
NCT00710151,Neurotoxicity in Primary Central Nervous System Lymphoma (PCNSL): An International Observational Study of Cognition in Long Term Survivors,,Primary Central Nervous System Lymphoma (PCNSL),,,
NCT03000751,CT DOSE Collaboratory,NA,Ionizing Radiation Exposure,,,
NCT01252329,Comparison of Elective Lymph Node Treatment Versus Clinical Observation in the Absence of Palpable Lymph Nodes for High Risk Skin Squamous Cell Carcinoma (SCC),NA,High Risk Cutaneous Squamous Cell Carcinoma,is to compare outcomes between the two arms,,
NCT00207129,Effect of Capecitabine on the Pharmacokinetics of BMS-247550 and BMS-247550 on the Pharmacokinetics of Capecitabine and Its Metabolites in Patients With Advanced Malignancies,PHASE1,Advanced Solid Tumors,,,
NCT01960829,Everolimus in Selected Patients With Metastatic Melanoma: Efficacy and Safety Study,PHASE2,Melanoma,is to evaluate efficacy profile of everolimus,efficacy profile of everolimus,
NCT01770431,Huaier Granule for Prevention of Recurrence and Metastasis of Hepatocarcinoma After Radical Hepatectomy,PHASE4,Hepatic Carcinoma,the efficacy and safety of Huaier Granule for prevention of recurrence and metastasis of hepatocarcinoma after radical hepatectomy,,
NCT03331731,A Phase II Study to Determine Pembrolizumab as Frontline Treatment of Patients With Hodgkin Lymphoma,PHASE2,Hodgkin Lymphoma,,,
NCT06206902,F01 in the Treatment of Relapsed/Refractory Non-hodgkin's Lymphoma,PHASE1,Non-Hodgkin's Lymphoma,"the safety and tolerability of F01 in subjects with relapsed/refractory non-Hodgkin lymphoma, and to determine MTD and/or RD",MTD and/or RD,
NCT03470402,Decision Support for BRCA Testing in Ethnically Diverse Women,NA,Breast Cancer,of this study is to expand genetic testing for hereditary breast and ovarian cancer syndrome to a broader population of high-risk women by prompting appropriate referrals from the primary care setting with the use of an electronic health record-embedded breast cancer risk navigation (BNAV) tool,,
NCT05664737,A Study to Determine the Efficacy and Safety of Luspatercept in Adult Participants and to Evaluate the Safety and Pharmacokinetics in and Adolescent Participants With Alpha (α)-Thalassemia,PHASE2,Anemia,the efficacy and safety of luspatercept plus best supportive care (BSC) vs placebo plus BSC on anemia in adult participants with α-thalassemia hemoglobin H (HbH) disease and determine the safety and drug levels in adolescent participants,,
NCT01192945,Non-interventional Study With Azacitidin (Vidaza®),,MDS,,,
NCT05073172,StrataXRT for the Prevention and Treatment of Radiation Dermatitis in Breast Cancer or Head and Neck Cancer Patients,NA,Breast Carcinoma,to see whether StrataXRT may help to prevent dermatitis after radiation therapy,,
NCT03292172,"A Study to Evaluate the Safety, Pharmacokinetics and Clinical Activity of RO6870810 and Atezolizumab (PD-L1 Antibody) in Participants With Advanced Ovarian Cancer or Triple Negative Breast Cancer",PHASE1,Advanced Ovarian Cancer,,,
NCT05053295,Investigator-initiated Pilot Study to Investigate the Efficacy and Safety of Immuncell-LC in Combination With Nivolumab (Opdivo) in Subjects With Advanced or Recurrent Gastric Cancer,NA,Relapsed or Advanced Gastric Adenocarcinoma,the efficacy and safety of combination therapy of Immuncell-LC and nivolumab in patients with relapsed or advanced gastric adenocarcinoma or gastro-esophageal junction cancer,,
NCT05538195,Safety and Efficacy of CEA-targeted CAR-T for CEA-positive Advanced Malignant Solid Tumors,PHASE1,Gastric Cancer,"ing to evaluate the safety and efficacy of CEA-targeted CAR-T cell preparations, and to preliminarily observe the study drug in CEA-positive advanced malignant tumors","the safety and efficacy of CEA-targeted CAR-T cell preparations, and to preliminarily observe the study drug in CEA-positive advanced malignant tumors","CEA-targeted CAR-T cell preparations, and to preliminarily observe the study drug in CEA-positive advanced malignant tumors"
NCT00333788,Follow-up to Welcome Study C87042 [NCT00308581] Examining Certolizumab Pegol (CDP870) in Subjects With Crohn's Disease,PHASE3,Crohn's Disease,the safety of certolizumab pegol (CDP870) as well as examine the evolution of long term efficacy in Crohn's disease patients who completed study C87042 \[NCT00308581\],,
NCT00741988,Ixabepilone and Carboplatin +/- Bevacizumab in Advanced Non-Small-Cell Lung Cancer,PHASE2,Non-Small Cell Lung Cancer,,,
NCT04586088,Apatinib and Camrelizumab in Recurrent or Metastatic Nasopharyngeal Carcinoma With First-line Treatment Failure,PHASE2,Nasopharyngeal Carcinoma,the efficacy and safety of apatinib and camrelizumab in recurrent or metastatic nasopharyngeal carcinoma who failed at least the first-line treatment,,
NCT06074588,Sacituzumab Tirumotecan (MK-2870) Versus Chemotherapy in Previously Treated Advanced or Metastatic Nonsquamous Non-small Cell Lung Cancer (NSCLC) With EGFR Mutations or Other Genomic Alterations (MK-2870-004),PHASE3,Non-small Cell Lung Cancer (NSCLC),"sacituzumab tirumotecan versus chemotherapy (docetaxel or pemetrexed) for the treatment of previously-treated non-small cell lung cancer (NSCLC) with exon 19del or exon 21 L858R EGFR mutations (hereafter referred to as EGFR mutations or EGFR-mutated) or any of the follow genomic alterations: ALK gene rearrangements, ROS1 rearrangements, BRAF V600E mutations, NTRK gene fusions, MET exon 14 skipping mutations, RET rearrangements, or less common EGFR point mutations of exon 20 S768I, exon 21 L861Q, or exon 18 G719X mutations",,
NCT06495203,A Study to Understand the Usage of an Artificial Intelligence Technology Called DARWEN for Eye Disorders and to Find Out the Factors Influencing Treatment Frequencies in People With nAMD and RVO,,Neovascular Age-related Macular Degeneration,,,
NCT06167603,Exploring Brain Molecular Imaging and Blood Biomarkers in Subjects With Glucocerebrosidase Mutations: Toward a Precision Medicine Approach to Characterize Parkinson's Disease Clinical Trajectories,,Parkinson Disease,,,
NCT01142427,Risk-Based Classification System of Patients With Newly Diagnosed Acute Lymphoblastic Leukemia,,Acute Lymphoblastic Leukemia,,,
NCT06684327,"Multi-cohort, Single-arm Phase II Study of Albumin-paclitaxel, Ifosfamide, and Cisplatin in the Treatment of Rare Advanced Tumors",PHASE2,"Paget Disease, Extramammary",,,
NCT04157127,Th-1 Dendritic Cell Immunotherapy Plus Standard Chemotherapy for Pancreatic Adenocarcinoma,PHASE1,Pancreatic Adenocarcinoma,,,
NCT02499861,Phase I/II a Study of Decitabine in Combination With Genistein in Pediatric Relapsed or Refractory Malignancies,PHASE1,Cancer,,,
NCT03074461,Transverse Coloplasty vs. Side-to-end Anastomosis Following Low Anterior Resection (LAR): CSAR Trial,NA,Rectal Cancer,is to determine whether the transverse coloplasty pouch or the side-to-end anastomosis as rectal reservoir reconstruction offers the best functional results,whether the transverse coloplasty pouch or the side-to-end anastomosis as rectal reservoir reconstruction offers the best functional results,
NCT02684461,Phase II Trial of Sequential Consolidation With Pembrolizumab Followed by Nab-paclitaxel,PHASE2,Non Small Cell Lung Cancer,,,
NCT01326286,Comparative Effectiveness Analysis of Surgery and Radiation (CEASAR) for Localized Prostate Cancer,,Prostate Cancer,,,
NCT06602986,Measuring the Density of Iodine in Lipiodol Depositions: Detecting an Invisible Residual Tumor After Conventional Transarterial Chemoembolization for Hepatocellular Carcinoma,NA,HCC - Hepatocellular Carcinoma,To detect presence of a residual tumor in patients of hepatocellular carcinoma (HCC) treated with Lipiodol based conventional trans arterial chemoembolization (cTACE) using density measurements on follow-up computed tomography (CT) scans Study Design: Prospective observational interventional study Place and Duration of Study: Interventional Radiology department of Armed Forces Institute of Radiology and Imaging (AFIRI) from April 2023-March 2024 Methodology: 96 patients undergoing conventional TACE were included in the study and followed up for residual tumor or tumor free status assessment using density measurement for iodine depositions using CT scan analysis and compared with gold standard digital subtraction angiography (DSA),,
NCT02168270,Temozolomide and Ascorbic Acid in Treating Patients With Recurrent High-Grade Glioma,PHASE1,Anaplastic Astrocytoma,,,
NCT07020273,CONNECT Cancer Survivors With Tobacco Treatment,NA,Tobacco Use,the comparative effectiveness of two different informatics-enabled implementation strategies on increasing tobacco treatment and improving smoking cessation rates for cancer control and prevention,,
NCT03391973,Pembrolizumab in Patients With Poor-Prognosis Carcinoma of Unknown Primary Site (CUP),PHASE2,Carcinoma of Unknown Primary,,,
NCT00440973,Safety Study of Specific Tumor Target Drug Plus Immune System Therapy in Patients With Kidney Cancer,PHASE2,"Carcinoma, Renal Cell","if the combination of therapy to strengthen the immune system (Interleukin - 2) plus a specific tumor target therapy (Bevacizumab) can prolong the time between the start of treatment and disease progression, decrease tumor size, as well as determine if the combination therapy is safer and less toxic than the standard treatment for renal cell carcinoma",,
NCT00925873,GOELAMS SA4 Study: the Role of Fludarabine in the Treatment of Acute Myeloid Leukemia in the Elderly,PHASE3,Acute Myeloid Leukemia,,,
NCT01755169,Ketamine in Chronic Kid's (KiCK) Pain,PHASE2,Chronic Pain,,,
NCT04349969,"A Study to Evaluate the Safety, Pharmacokinetics, and Antitumor Activity of AK117 as Monotherapy or in Combination With AK104",PHASE1,Neoplasms Malignant,"the safety, tolerability, PK, immunogenicity, pharmacodynamics, and preliminary antitumor activity of AK117 as monotherapy or in combination with AK104 in subjects with advanced or metastatic solid tumors",,
NCT04202341,Registry of Participants With Generalized Myasthenia Gravis Treated With Alexion C5 Inhibition Therapies (C5ITs),,Generalized Myasthenia Gravis,,,
NCT02024841,Intraperitoneal Docetaxel With Cisplatin and TS-ONE for Gastric Cancer With Peritoneal Carcinomatosis,PHASE1,Gastric Cancer,,,
NCT02496741,Metformin And Chloroquine in IDH1/2-mutated Solid Tumors,PHASE1,Glioma,"metformin and chloroquine in isocitrate dehydrogenase 1/2-mutated (IDH1/2MT) patients with a glioma, intrahepatic cholangiocarcinoma or chondrosarcoma",,
NCT03291054,Epacadostat and Pembrolizumab in Patients With GIST,PHASE2,Gastrointestinal Stromal Tumors,of overall response rate,"is to assess the efficacy of combined Indoleamine 2,3-dioxygenase (IDO) and PD-1 inhibition in a single arm phase II trial of epacadostat and pembrolizumab in patients with advanced imatinib-refractory GIST, using a primary endpoint of overall response rate","the efficacy of combined Indoleamine 2,3-dioxygenase (IDO) and PD-1 inhibition in a single arm phase II trial of epacadostat and pembrolizumab in patients with advanced imatinib-refractory GIST, using a primary endpoint of overall response rate"
NCT06086054,Effect of a Childcare Resource on Cervical Cancer Prevention,NA,Cervical Dysplasia,1: Determine the prevalence of unmet childcare needs among women with abnormal cervical cancer screening and establish the relevance of childcare as a social determinant of health in the context of cervical dysplasia,"the effectiveness of an intervention linking eligible patients to our childcare facility compared to standard of care on retention in care, defined as show-rate for the initial visit in the gynecology dysplasia clinic",
NCT01820754,Evaluation of Circulating T Cells and Tumor Infiltrating Lymphocytes (TILs) During / After Pre-Surgery Chemotherapy in Non-Small Cell Lung Cancer (NSCLC),PHASE2,Non Small Cell Lung Cancer,whether the combination of neoadjuvant chemotherapy (chemotherapy before surgery) plus ipilimumab for lung cancer increases the number of patients with detectable circulating T cells with specificities against tumor associated antigens (TAA) from zero percent (0%) of patients prior to therapy to 20% of patients after neoadjuvant chemotherapy plus ipilimumab,,
